Issue Group,Issue ID,Issue,CUSIP,Maturity Date,Dated Date,Fund,Fund Description,Tax Status,Coupon Rate,Interest,Principal,Sum,Pay Date
GO Bonds,623,2021 GO,590485Y28,07/01/2036,05/27/2021,1405-STR,General Obligation Bond - Streets,Exempt from Tax,3.000,4867,0,4867,01/01/2032
GO Bonds,623,2021 GO,590485Y36,07/01/2041,05/27/2021,1405-LIBR,General Obligation Bond Redemption - Library,Exempt from Tax,3.000,1021,0,1021,01/01/2032
GO Bonds,623,2021 GO,590485Y36,07/01/2041,05/27/2021,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,3.000,1021,0,1021,01/01/2032
GO Bonds,623,2021 GO,590485Y36,07/01/2041,05/27/2021,1405-PS,Public Safety Redemption Fund,Exempt from Tax,3.000,2549,0,2549,01/01/2032
GO Bonds,623,2021 GO,590485Y36,07/01/2041,05/27/2021,1405-STR,General Obligation Bond - Streets,Exempt from Tax,3.000,5609,0,5609,01/01/2032
GO Bonds,555,2013 GO,590485ZC5,07/01/2032,06/05/2013,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,2.500,13262,0,13262,01/01/2032
GO Bonds,555,2013 GO,590485ZC5,07/01/2032,06/05/2013,1405-PS,Public Safety Redemption Fund,Exempt from Tax,2.500,5287,0,5287,01/01/2032
GO Bonds,555,2013 GO,590485ZC5,07/01/2032,06/05/2013,1405-STR,General Obligation Bond - Streets,Exempt from Tax,2.500,27388,0,27388,01/01/2032
GO Bonds,555,2013 GO,590485ZD3,07/01/2033,06/05/2013,1405-PARK,General Obligation Bond Redemption - Parks,Exempt from Tax,3.000,54889,0,54889,01/01/2032
GO Bonds,555,2013 GO,590485ZD3,07/01/2033,06/05/2013,1405-PS,Public Safety Redemption Fund,Exempt from Tax,3.000,21883,0,21883,01/01/2032
GO Bonds,555,2013 GO,590485ZD3,07/01/2033,06/05/2013,1405-STR,General Obligation Bond - Streets,Exempt from Tax,3.000,113353,0,113353,01/01/2032
GO Bonds,563,2014 GO,590485ZX9,07/01/2032,06/18/2014,1405-PARK,General Obligation Bond Redemption - Parks,,3.000,9214,0,9214,01/01/2032
GO Bonds,563,2014 GO,590485ZX9,07/01/2032,06/18/2014,1405-PS,Public Safety Redemption Fund,,3.000,14230,0,14230,01/01/2032
GO Bonds,563,2014 GO,590485ZX9,07/01/2032,06/18/2014,1405-STR,General Obligation Bond - Streets,,3.000,10681,0,10681,01/01/2032
GO Bonds,563,2014 GO,590485ZY7,07/01/2033,06/18/2014,1405-PARK,General Obligation Bond Redemption - Parks,,3.000,9720,0,9720,01/01/2032
GO Bonds,563,2014 GO,590485ZY7,07/01/2033,06/18/2014,1405-PS,Public Safety Redemption Fund,,3.000,15012,0,15012,01/01/2032
GO Bonds,563,2014 GO,590485ZY7,07/01/2033,06/18/2014,1405-STR,General Obligation Bond - Streets,,3.000,11268,0,11268,01/01/2032
GO Bonds,563,2014 GO,590485ZZ4,07/01/2034,06/18/2014,1405-PARK,General Obligation Bond Redemption - Parks,,2.000,6818,0,6818,01/01/2032
GO Bonds,563,2014 GO,590485ZZ4,07/01/2034,06/18/2014,1405-PS,Public Safety Redemption Fund,,2.000,10529,0,10529,01/01/2032
GO Bonds,563,2014 GO,590485ZZ4,07/01/2034,06/18/2014,1405-STR,General Obligation Bond - Streets,,2.000,7903,0,7903,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BK5,07/01/2032,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,5.000,48250,0,48250,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BL3,07/01/2033,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,4.000,40600,0,40600,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BM1,07/01/2034,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,4.000,42200,0,42200,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BN9,07/01/2035,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,4.000,43900,0,43900,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BP4,07/01/2036,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,3.000,34200,0,34200,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BQ2,07/01/2037,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,4.000,47000,0,47000,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BR0,07/01/2038,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,3.000,36675,0,36675,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BS8,07/01/2039,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,3.000,37725,0,37725,01/01/2032
Excise Tax Obligations,619,2020 Excise Tax,590494BT6,07/01/2040,12/10/2020,1415-EDUC,Excise Tax Obligation Redemption - General Government,Exempt from Tax,4.000,51900,0,51900,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452A6,07/01/2032,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,1118,0,1118,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452A6,07/01/2032,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,11880,0,11880,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452A6,07/01/2032,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,41212,0,41212,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452A6,07/01/2032,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,20790,0,20790,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452B4,07/01/2033,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,1118,0,1118,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452B4,07/01/2033,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,11880,0,11880,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452B4,07/01/2033,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,41212,0,41212,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452B4,07/01/2033,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,20790,0,20790,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452C2,07/01/2034,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,1118,0,1118,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452C2,07/01/2034,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,11880,0,11880,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452C2,07/01/2034,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,41212,0,41212,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452C2,07/01/2034,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,20790,0,20790,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452D0,07/01/2035,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,931,0,931,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452D0,07/01/2035,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,9900,0,9900,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452D0,07/01/2035,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,34344,0,34344,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452D0,07/01/2035,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,17325,0,17325,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452E8,07/01/2036,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,1714,0,1714,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452E8,07/01/2036,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,18216,0,18216,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452E8,07/01/2036,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,63192,0,63192,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452E8,07/01/2036,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,31878,0,31878,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452F5,07/01/2038,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,931,0,931,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452F5,07/01/2038,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,9900,0,9900,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452F5,07/01/2038,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,34344,0,34344,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452F5,07/01/2038,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,17325,0,17325,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452G3,07/01/2039,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,1490,0,1490,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452G3,07/01/2039,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,15840,0,15840,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452G3,07/01/2039,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,54950,0,54950,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452G3,07/01/2039,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,27720,0,27720,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452H1,07/01/2040,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,2086,0,2086,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452H1,07/01/2040,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,22176,0,22176,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452H1,07/01/2040,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,76930,0,76930,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452H1,07/01/2040,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,38808,0,38808,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452J7,07/01/2041,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,2831,0,2831,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452J7,07/01/2041,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,30096,0,30096,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452J7,07/01/2041,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,104405,0,104405,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452J7,07/01/2041,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,52668,0,52668,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452K4,07/01/2042,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,4135,0,4135,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452K4,07/01/2042,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,43956,0,43956,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452K4,07/01/2042,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,152486,0,152486,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452K4,07/01/2042,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,76923,0,76923,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452L2,07/01/2043,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,5290,0,5290,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452L2,07/01/2043,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,56232,0,56232,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452L2,07/01/2043,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,195072,0,195072,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452L2,07/01/2043,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,98406,0,98406,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452M0,07/01/2044,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,6780,0,6780,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452M0,07/01/2044,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,72072,0,72072,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452M0,07/01/2044,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,250022,0,250022,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452M0,07/01/2044,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,126126,0,126126,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452N8,07/01/2045,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,7934,0,7934,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452N8,07/01/2045,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,84348,0,84348,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452N8,07/01/2045,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,292609,0,292609,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452N8,07/01/2045,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,147609,0,147609,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452P3,07/01/2046,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,7562,0,7562,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452P3,07/01/2046,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,80388,0,80388,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452P3,07/01/2046,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,278871,0,278871,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452P3,07/01/2046,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,140679,0,140679,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452R9,07/01/2048,12/07/2023,3215-ELC,Utility Systems Obligations Redemption - ELC,Exempt from Tax,5.000,13170,0,13170,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452R9,07/01/2048,12/07/2023,3215-GAS,Utility Systems Obligations Redemption - GAS,Exempt from Tax,5.000,140006,0,140006,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452R9,07/01/2048,12/07/2023,3215-WTR,Utility Systems Obligations Redemption - Water,Exempt from Tax,5.000,485689,0,485689,01/01/2032
Utility Obligations,641,2023 Util Oblig,5905452R9,07/01/2048,12/07/2023,3215-WW,Utility Systems Obligations Remption - Waste Water,Exempt from Tax,5.000,245010,0,245010,01/01/2032
Utility Revenue,597,2018 Util,590545C98,07/01/2032,06/05/2018,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,1800,0,1800,01/01/2032
Utility Revenue,597,2018 Util,590545C98,07/01/2032,06/05/2018,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,3000,0,3000,01/01/2032
Utility Revenue,597,2018 Util,590545C98,07/01/2032,06/05/2018,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,900,0,900,01/01/2032
Utility Revenue,597,2018 Util,590545C98,07/01/2032,06/05/2018,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,51225,0,51225,01/01/2032
Utility Revenue,597,2018 Util,590545C98,07/01/2032,06/05/2018,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,18075,0,18075,01/01/2032
Utility Revenue,597,2018 Util,590545D22,07/01/2033,06/05/2018,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,1800,0,1800,01/01/2032
Utility Revenue,597,2018 Util,590545D22,07/01/2033,06/05/2018,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,3000,0,3000,01/01/2032
Utility Revenue,597,2018 Util,590545D22,07/01/2033,06/05/2018,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,900,0,900,01/01/2032
Utility Revenue,597,2018 Util,590545D22,07/01/2033,06/05/2018,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,51225,0,51225,01/01/2032
Utility Revenue,597,2018 Util,590545D22,07/01/2033,06/05/2018,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,18075,0,18075,01/01/2032
Utility Revenue,597,2018 Util,590545D30,07/01/2034,06/05/2018,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,1800,0,1800,01/01/2032
Utility Revenue,597,2018 Util,590545D30,07/01/2034,06/05/2018,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,3000,0,3000,01/01/2032
Utility Revenue,597,2018 Util,590545D30,07/01/2034,06/05/2018,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,900,0,900,01/01/2032
Utility Revenue,597,2018 Util,590545D30,07/01/2034,06/05/2018,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,51225,0,51225,01/01/2032
Utility Revenue,597,2018 Util,590545D30,07/01/2034,06/05/2018,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,18075,0,18075,01/01/2032
Utility Revenue,597,2018 Util,590545D48,07/01/2038,06/05/2018,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,3.375,3463,0,3463,01/01/2032
Utility Revenue,597,2018 Util,590545D48,07/01/2038,06/05/2018,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.375,5771,0,5771,01/01/2032
Utility Revenue,597,2018 Util,590545D48,07/01/2038,06/05/2018,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.375,1731,0,1731,01/01/2032
Utility Revenue,597,2018 Util,590545D48,07/01/2038,06/05/2018,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.375,98544,0,98544,01/01/2032
Utility Revenue,597,2018 Util,590545D48,07/01/2038,06/05/2018,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.375,34772,0,34772,01/01/2032
Utility Revenue,597,2018 Util,590545D55,07/01/2038,06/05/2018,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,2050,0,2050,01/01/2032
Utility Revenue,597,2018 Util,590545D55,07/01/2038,06/05/2018,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,3416,0,3416,01/01/2032
Utility Revenue,597,2018 Util,590545D55,07/01/2038,06/05/2018,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,1025,0,1025,01/01/2032
Utility Revenue,597,2018 Util,590545D55,07/01/2038,06/05/2018,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,58328,0,58328,01/01/2032
Utility Revenue,597,2018 Util,590545D55,07/01/2038,06/05/2018,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,20581,0,20581,01/01/2032
Utility Revenue,597,2018 Util,590545D63,07/01/2039,06/05/2018,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,6156,0,6156,01/01/2032
Utility Revenue,597,2018 Util,590545D63,07/01/2039,06/05/2018,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,10260,0,10260,01/01/2032
Utility Revenue,597,2018 Util,590545D63,07/01/2039,06/05/2018,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,3078,0,3078,01/01/2032
Utility Revenue,597,2018 Util,590545D63,07/01/2039,06/05/2018,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,175190,0,175190,01/01/2032
Utility Revenue,597,2018 Util,590545D63,07/01/2039,06/05/2018,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,61816,0,61816,01/01/2032
Utility Revenue,597,2018 Util,590545D71,07/01/2042,06/05/2018,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,23085,0,23085,01/01/2032
Utility Revenue,597,2018 Util,590545D71,07/01/2042,06/05/2018,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,38475,0,38475,01/01/2032
Utility Revenue,597,2018 Util,590545D71,07/01/2042,06/05/2018,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,11542,0,11542,01/01/2032
Utility Revenue,597,2018 Util,590545D71,07/01/2042,06/05/2018,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,656961,0,656961,01/01/2032
Utility Revenue,597,2018 Util,590545D71,07/01/2042,06/05/2018,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,231812,0,231812,01/01/2032
Utility Revenue,603,2019 A Util,590545J26,07/01/2032,05/23/2019,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,4187,0,4187,01/01/2032
Utility Revenue,603,2019 A Util,590545J26,07/01/2032,05/23/2019,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,6695,0,6695,01/01/2032
Utility Revenue,603,2019 A Util,590545J26,07/01/2032,05/23/2019,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,1268,0,1268,01/01/2032
Utility Revenue,603,2019 A Util,590545J26,07/01/2032,05/23/2019,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,26753,0,26753,01/01/2032
Utility Revenue,603,2019 A Util,590545J26,07/01/2032,05/23/2019,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,54346,0,54346,01/01/2032
Utility Revenue,603,2019 A Util,590545J34,07/01/2033,05/23/2019,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,7481,0,7481,01/01/2032
Utility Revenue,603,2019 A Util,590545J34,07/01/2033,05/23/2019,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,11964,0,11964,01/01/2032
Utility Revenue,603,2019 A Util,590545J34,07/01/2033,05/23/2019,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,2266,0,2266,01/01/2032
Utility Revenue,603,2019 A Util,590545J34,07/01/2033,05/23/2019,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,47805,0,47805,01/01/2032
Utility Revenue,603,2019 A Util,590545J34,07/01/2033,05/23/2019,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,97109,0,97109,01/01/2032
Utility Revenue,603,2019 A Util,590545J42,07/01/2043,05/23/2019,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,5.000,53633,0,53633,01/01/2032
Utility Revenue,603,2019 A Util,590545J42,07/01/2043,05/23/2019,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,5.000,85765,0,85765,01/01/2032
Utility Revenue,603,2019 A Util,590545J42,07/01/2043,05/23/2019,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,5.000,16245,0,16245,01/01/2032
Utility Revenue,603,2019 A Util,590545J42,07/01/2043,05/23/2019,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,5.000,342702,0,342702,01/01/2032
Utility Revenue,603,2019 A Util,590545J42,07/01/2043,05/23/2019,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,5.000,696155,0,696155,01/01/2032
Utility Revenue,604,2019B Util Ref,590545K99,07/01/2032,05/23/2019,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,1722,0,1722,01/01/2032
Utility Revenue,604,2019B Util Ref,590545K99,07/01/2032,05/23/2019,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,3820,0,3820,01/01/2032
Utility Revenue,604,2019B Util Ref,590545K99,07/01/2032,05/23/2019,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,6,0,6,01/01/2032
Utility Revenue,604,2019B Util Ref,590545K99,07/01/2032,05/23/2019,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,17475,0,17475,01/01/2032
Utility Revenue,604,2019B Util Ref,590545K99,07/01/2032,05/23/2019,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,5677,0,5677,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L23,07/01/2033,05/23/2019,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,3.000,29799,0,29799,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L23,07/01/2033,05/23/2019,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,3.000,66104,0,66104,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L23,07/01/2033,05/23/2019,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,3.000,99,0,99,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L23,07/01/2033,05/23/2019,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,3.000,302410,0,302410,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L23,07/01/2033,05/23/2019,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,3.000,98237,0,98237,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L31,07/01/2033,05/23/2019,3205-ELC,Utility Systems Bond Redemption - Electric,Exempt from Tax,4.000,11172,0,11172,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L31,07/01/2033,05/23/2019,3205-GAS,Utility Systems Bond Redemption - Gas,Exempt from Tax,4.000,24783,0,24783,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L31,07/01/2033,05/23/2019,3205-SW,Utility Systems Bond Redemption - Solid Waste,Exempt from Tax,4.000,37,0,37,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L31,07/01/2033,05/23/2019,3205-WTR,Utility Systems Bond Redemption - Water,Exempt from Tax,4.000,113377,0,113377,01/01/2032
Utility Revenue,604,2019B Util Ref,590545L31,07/01/2033,05/23/2019,3205-WW,Utility Systems Bond Redemption - Wastewater,Exempt from Tax,4.000,36830,0,36830,01/01/2032
